                       Wind MFI and SWE Data, 1 hour resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np        Psw      Epsilon      VBs    
                           nT         nT         nT         nT        km/s       cm^3       nPa      10^11 W      mV/m   
1999   12  84578054       4.71       2.36      -2.92      -1.64      359.5        7.8    1.95110      0.883    0.59026
1999   13   1781120       4.76       0.72      -1.25      -3.83      382.3        9.4    2.66805      1.645    1.46492
1999   13   5381990       5.05       4.15      -2.18      -1.53      350.2        9.1    2.15775      1.103    0.53442
1999   13   8981337       5.15       2.31      -2.45      -2.85      356.3        8.9    2.18581      1.459    1.01657
1999   13  12586781       5.06       0.93      -1.58      -4.45      348.4        8.9    2.09997      1.676    1.54941
1999   13  16184604       5.88      -2.04      -1.81      -5.00      361.4       10.1    2.56031      2.347    1.80836
1999   13  19782603       5.56       0.70      -2.02      -3.27      334.3       10.0    2.16667      1.764    1.09205
1999   13  23387873       5.60       1.43      -0.81      -5.16      343.9        8.9    2.05088      2.123    1.77324
1999   13  26982824       5.36      -0.23       0.68      -4.57      351.2        8.5    2.03102      1.987    1.60631
1999   13  30582171       4.66       1.52      -0.92      -2.56      325.2       11.6    2.37608      1.328    0.83191
1999   13  34184390       4.99       0.96      -3.42      -2.90      337.4        9.2    2.04117      1.136    0.97939
1999   13  37791324       6.20       1.43      -3.63      -3.70      336.0        9.7    2.13409      1.893    1.24208
1999   13  41390886      11.88      -1.50      -4.32     -10.64      398.5       17.6    5.42963     10.400    4.24122
1999   13  44992437      11.10      -1.26      -3.90      -9.36      384.7       17.7    5.08522      8.736    3.60183
1999   13  48593941      13.23       7.44     -10.24      -0.54      401.4       21.4    6.68954      3.883    0.21864
1999   13  52191980      13.85       5.67     -10.59       6.04      403.4       22.5    7.10346      0.982    0.00000
1999   13  55794195      16.07       3.88     -10.96      10.71      405.8       15.6    4.97916      0.474    0.00000
1999   13  77390328      18.07      -1.33      13.19     -11.59      422.9       31.4   10.90511     18.970    4.90071
1999   14  52214335       9.33      -2.60       5.61      -6.24      500.7        5.4    2.61399      6.606    3.12620
1999   14  55792484       8.41      -4.52       4.84       3.11      496.3        7.8    3.73834      0.368    0.00000
1999   14  59396261       8.97      -6.73       4.43       2.64      458.5        6.9    2.81907      0.437    0.00000
1999   14  62995652       8.10      -5.20       4.51       1.25      502.8        6.7    3.28139      0.884    0.00000
1999   14  66606609       8.76      -7.08       4.20      -1.18      500.0        6.1    2.95003      3.082    0.58957
1999   14  70200515       8.65      -5.13       1.18       4.42      517.0        6.7    3.45577      0.002    0.00000
1999   14  73804414       8.27      -6.13       4.34      -0.42      489.3        6.6    3.06692      2.009    0.20771
1999   14  81024476       9.39      -2.98       7.85       0.60      549.8        6.7    3.94810      2.063    0.00000
1999   14  84600257       9.68      -5.51       6.32       1.97      494.7        7.0    3.33062      1.142    0.00000
1999   15   1809487       9.22      -4.72       7.44      -1.35      527.5        4.4    2.36050      3.103    0.71334
1999   15   5408814       9.31      -3.71       7.49      -3.08      530.2        4.6    2.51425      4.364    1.63306
1999   15   9008246       7.40      -5.30       3.29       1.78      557.6        4.8    2.90107      0.418    0.00000
1999   15  12607750       7.94      -2.49       1.07      -4.33      550.8        5.1    2.99121      6.722    2.38693
1999   15  16194918       7.19      -4.43       2.47      -2.91      552.9        5.3    3.12349      4.432    1.61039
1999   15  19794912       6.62      -3.56       4.17       0.52      586.8        4.8    3.19245      0.982    0.00000
1999   15  23399773       5.80      -3.34       1.43      -0.58      590.2        4.5    3.05425      1.866    0.34087
1999   15  26967132       5.79      -2.41       3.24       1.68      561.2        4.8    2.91439      0.273    0.00000
1999   15  30644175       5.66      -2.87       3.12      -2.22      578.8        3.4    2.23081      2.308    1.28772
1999   15  34238789       5.67      -1.90       3.54      -2.85      597.3        3.3    2.31786      2.532    1.70152
1999   15  45041472       5.67      -4.39       2.10      -0.36      534.9        3.0    1.66569      1.169    0.19076
1999   15  48554117       5.45      -3.31       1.61      -1.04      549.0        3.8    2.23095      1.937    0.57060
1999   15  52241824       5.44      -3.10       2.76       0.06      539.3        3.0    1.66812      0.760    0.00000
1999   15  55754324       5.15      -2.21       3.24      -1.89      566.0        3.3    2.05774      1.690    1.07196
1999   15  59377187       5.26      -1.56       3.75      -1.56      616.9        4.1    3.00369      1.627    0.95995
1999   15  63043675       5.22      -0.88       2.33       1.40      590.3        4.0    2.69120      0.189    0.00000
1999   15  73754187       6.16      -2.83       1.32       2.00      521.9        4.6    2.41908      0.027    0.00000
1999   15  80955929       6.23      -0.58       5.23       0.60      538.1        3.8    2.14556      0.815    0.00000
1999   15  84558203       5.78      -0.14       4.98      -0.43      533.1        4.5    2.48506      1.046    0.22776
1999   16   1759064       5.23      -1.03       3.59       1.68      524.8        4.5    2.42847      0.237    0.00000
